ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
4446,4446.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4447,4447.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4448,4448.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4449,4449.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4450,4450.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4451,4451.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4452,4452.jpg,"BLOEMEN, Jan Frans van",Oil on copper,painting,religious,Flemish,1651-1700
4453,4453.jpg,"BLOEMEN, Jan Frans van",Oil on copper,painting,religious,Flemish,1651-1700
4454,4454.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4455,4455.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4456,4456.jpg,"BLOEMEN, Jan Frans van",Oil on canvas,painting,landscape,Flemish,1651-1700
4457,4457.jpg,-,Oil on canvas,painting,genre,Flemish,1701-1750
4458,4458.jpg,-,Oil on canvas,painting,genre,Flemish,1701-1750
4459,4459.jpg,-,Oil on canvas,painting,genre,Flemish,1701-1750
4460,4460.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4461,4461.jpg,-,Oil on canvas,painting,historical,Flemish,1651-1700
4462,4462.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4463,4463.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4464,4464.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4465,4465.jpg,-,Oil on canvas,painting,landscape,Flemish,1651-1700
4466,4466.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4468,4468.jpg,-,Oil on canvas,painting,mythological,Dutch,1651-1700
4469,4469.jpg,-,Oil on canvas,painting,mythological,Dutch,1651-1700
4470,4470.jpg,-,Oil on canvas,painting,religious,Flemish,1501-1550
4471,4471.jpg,-,Oil on canvas,painting,genre,French,1801-1850
4472,4472.jpg,-,Oil on canvas,painting,portrait,French,1801-1850
4473,4473.jpg,-,Oil on canvas,painting,portrait,French,1801-1850
4474,4474.jpg,-,Oil on panel,painting,religious,Dutch,1601-1650
4475,4475.jpg,-,Oil on panel,painting,religious,Dutch,1601-1650
4476,4476.jpg,-,Oil on panel,painting,interior,Dutch,1601-1650
4477,4477.jpg,-,Oil on panel,painting,landscape,Dutch,1601-1650
4478,4478.jpg,-,Oil on panel,painting,landscape,Dutch,1601-1650
4479,4479.jpg,-,Oil on panel,painting,landscape,Dutch,1601-1650
4480,4480.jpg,-,Oil on panel,painting,interior,Dutch,1601-1650
4481,4481.jpg,-,Oil on canvas,painting,religious,Spanish,1651-1700
4482,4482.jpg,-,Oil on canvas,painting,religious,Spanish,1651-1700
4483,4483.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4484,4484.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4485,4485.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4486,4486.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4487,4487.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4488,4488.jpg,"BOCCACCINO, Boccaccio",Fresco,painting,religious,Italian,1451-1500
4489,4489.jpg,"BOCCACCINO, Boccaccio",Oil on panel,painting,portrait,Italian,1451-1500
4490,4490.jpg,"BOCCACCINO, Boccaccio",Oil and tempera on panel,painting,religious,Italian,1451-1500
4491,4491.jpg,"BOCCACCINO, Boccaccio",Oil on panel,painting,religious,Italian,1451-1500
4492,4492.jpg,"BOCCACCINO, Boccaccio",Oil on panel,painting,religious,Italian,1451-1500
4493,4493.jpg,"BOCCACCINO, Boccaccio",Oil on panel,painting,religious,Italian,1451-1500
4494,4494.jpg,"BOCCACCINO, Boccaccio",Panel,painting,religious,Italian,1451-1500
4496,4496.jpg,-,Oil on canvas,painting,religious,Italian,1501-1550
4497,4497.jpg,-,Tempera and gold on wood,painting,religious,Italian,1451-1500
4498,4498.jpg,-,Tempera on panel,painting,religious,Italian,1451-1500
4499,4499.jpg,-,-,painting,religious,Italian,1451-1500
4500,4500.jpg,-,Tempera on panel,painting,religious,Italian,1451-1500
4501,4501.jpg,-,Tempera on panel,painting,religious,Italian,1451-1500
4502,4502.jpg,-,Tempera on wood,painting,religious,Italian,1451-1500
4503,4503.jpg,-,Tempera on wood,painting,religious,Italian,1451-1500
4504,4504.jpg,-,Tempera on wood,painting,religious,Italian,1451-1500
4505,4505.jpg,-,Oil on canvas,painting,genre,Italian,1651-1700
4506,4506.jpg,-,Oil on canvas,painting,other,Italian,1651-1700
4507,4507.jpg,-,Oil on canvas,painting,other,Italian,1651-1700
4508,4508.jpg,-,-,painting,portrait,Austrian,1551-1600
4509,4509.jpg,-,Oil on panel,painting,religious,Flemish,1601-1650
4510,4510.jpg,-,Oil on canvas,painting,historical,Flemish,1601-1650
4511,4511.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
4512,4512.jpg,-,Oil on canvas,painting,study,Flemish,1651-1700
4513,4513.jpg,-,Oil on canvas,painting,genre,Flemish,1651-1700
4514,4514.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
4515,4515.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
4516,4516.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
4517,4517.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
4518,4518.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
4519,4519.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
4520,4520.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
4521,4521.jpg,-,Oil on wood,painting,still-life,Dutch,1651-1700
4522,4522.jpg,-,Oil on panel,painting,mythological,Flemish,1651-1700
4523,4523.jpg,-,Oil on panel,painting,mythological,Flemish,1651-1700
4524,4524.jpg,-,Oil on panel,painting,genre,Dutch,1651-1700
4525,4525.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
4527,4527.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4528,4528.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4529,4529.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4530,4530.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,landscape,Hungarian,1601-1650
4531,4531.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4532,4532.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4533,4533.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4534,4534.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4535,4535.jpg,"BOGDÁNY, Jakab",Oil on canvas,painting,still-life,Hungarian,1601-1650
4536,4536.jpg,"BOGDÁNY, Jakab",-,painting,landscape,Hungarian,1601-1650
4537,4537.jpg,-,Oil on canvas,painting,landscape,French,1751-1800
4538,4538.jpg,"BOILLY, Louis Léopold",Oil on panel,painting,still-life,French,1751-1800
4539,4539.jpg,"BOILLY, Louis Léopold",Oil on panel,painting,genre,French,1751-1800
4540,4540.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,portrait,French,1751-1800
4541,4541.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,historical,French,1751-1800
4542,4542.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,historical,French,1751-1800
4543,4543.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4544,4544.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,portrait,French,1751-1800
4545,4545.jpg,"BOILLY, Louis Léopold",Oil on panel,painting,portrait,French,1751-1800
4546,4546.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,portrait,French,1751-1800
4547,4547.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4548,4548.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4549,4549.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,portrait,French,1751-1800
4550,4550.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,portrait,French,1751-1800
4551,4551.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4552,4552.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4553,4553.jpg,"BOILLY, Louis Léopold",Oil on canvas,painting,genre,French,1751-1800
4556,4556.jpg,-,-,graphics,landscape,French,1751-1800
4557,4557.jpg,-,-,graphics,landscape,French,1751-1800
4558,4558.jpg,-,Engraving,graphics,portrait,French,1751-1800
4563,4563.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4564,4564.jpg,"BOL, Ferdinand",Oil on canvas,painting,mythological,Dutch,1651-1700
4565,4565.jpg,"BOL, Ferdinand",Oil on canvas,painting,religious,Dutch,1651-1700
4566,4566.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4567,4567.jpg,"BOL, Ferdinand",Oil on canvas,painting,religious,Dutch,1651-1700
4568,4568.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4569,4569.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4570,4570.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4571,4571.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4572,4572.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4573,4573.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4574,4574.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4575,4575.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4576,4576.jpg,"BOL, Ferdinand",Oil on canvas,painting,genre,Dutch,1651-1700
4577,4577.jpg,"BOL, Ferdinand",Oil on canvas,painting,portrait,Dutch,1651-1700
4578,4578.jpg,"BOL, Ferdinand",Oil on canvas,painting,mythological,Dutch,1651-1700
4579,4579.jpg,"BOL, Ferdinand",Oil on canvas,painting,mythological,Dutch,1651-1700
4580,4580.jpg,"BOL, Ferdinand",Oil on canvas,painting,religious,Dutch,1651-1700
4581,4581.jpg,"BOL, Hans",Oil on panel,painting,genre,Flemish,1551-1600
4582,4582.jpg,"BOL, Hans",Oil on panel,painting,genre,Flemish,1551-1600
4583,4583.jpg,"BOL, Hans",Watercolour on paper,graphics,landscape,Flemish,1551-1600
4584,4584.jpg,"BOL, Hans",Oil on panel,painting,landscape,Flemish,1551-1600
4585,4585.jpg,"BOL, Hans",Oil on panel,painting,landscape,Flemish,1551-1600
4586,4586.jpg,"BOL, Hans",Oil on panel,painting,landscape,Flemish,1551-1600
4587,4587.jpg,"BOL, Hans",-,painting,religious,Flemish,1551-1600
4588,4588.jpg,"BOL, Hans",Pen,graphics,landscape,Flemish,1551-1600
4589,4589.jpg,"BOL, Hans",Pen,graphics,landscape,Flemish,1551-1600
4590,4590.jpg,"BOL, Hans",Pen,graphics,landscape,Flemish,1551-1600
4591,4591.jpg,-,Oil on wood,painting,portrait,Italian,1851-1900
4592,4592.jpg,-,Oil on panel,painting,genre,Italian,1851-1900
4593,4593.jpg,-,Oil on canvas,painting,portrait,Italian,1851-1900
4594,4594.jpg,-,Oil on canvas,painting,portrait,Italian,1851-1900
4595,4595.jpg,-,Woodcut,graphics,mythological,Italian,1501-1550
4597,4597.jpg,-,Oil on panel,painting,portrait,German,1601-1650
4598,4598.jpg,-,Oil on panel,painting,portrait,German,1601-1650
4599,4599.jpg,-,Wood,painting,mythological,German,1601-1650
4600,4600.jpg,-,Oil on panel,painting,still-life,Dutch,1601-1650
4601,4601.jpg,-,Oil on oak panel,painting,still-life,Dutch,1601-1650
4602,4602.jpg,-,Oil on panel,painting,still-life,Dutch,1601-1650
4603,4603.jpg,-,Oil on panel,painting,still-life,Dutch,1601-1650
4604,4604.jpg,-,Engraving,graphics,religious,Dutch,1601-1650
4605,4605.jpg,-,Engraving,graphics,genre,Flemish,1601-1650
4606,4606.jpg,-,Engraving,graphics,portrait,Flemish,1601-1650
4607,4607.jpg,-,Engraving,graphics,landscape,Flemish,1601-1650
4608,4608.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on canvas,painting,religious,Italian,1451-1500
4609,4609.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on panel,painting,portrait,Italian,1451-1500
4610,4610.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on panel,painting,portrait,Italian,1451-1500
4611,4611.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on panel,painting,portrait,Italian,1451-1500
4612,4612.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on poplar panel,painting,religious,Italian,1451-1500
4613,4613.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on panel,painting,portrait,Italian,1451-1500
4614,4614.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on canvas,painting,portrait,Italian,1451-1500
4615,4615.jpg,"BOLTRAFFIO, Giovanni Antonio",-,painting,religious,Italian,1451-1500
4616,4616.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on panel,painting,religious,Italian,1451-1500
4617,4617.jpg,"BOLTRAFFIO, Giovanni Antonio",Panel,painting,religious,Italian,1451-1500
4618,4618.jpg,"BOLTRAFFIO, Giovanni Antonio",Panel,painting,religious,Italian,1451-1500
4619,4619.jpg,"BOLTRAFFIO, Giovanni Antonio",Oil on wood,painting,religious,Italian,1451-1500
4620,4620.jpg,"BOLTRAFFIO, Giovanni Antonio",-,graphics,study,Italian,1451-1500
4621,4621.jpg,"BOLTRAFFIO, Giovanni Antonio",-,graphics,study,Italian,1451-1500
4622,4622.jpg,-,Oil on canvas,painting,portrait,Italian,1651-1700
4623,4623.jpg,-,Oil on canvas,painting,portrait,Italian,1651-1700
4650,4650.jpg,-,Engraving,graphics,religious,Italian,1501-1550
4651,4651.jpg,-,Engraving,graphics,mythological,Italian,1501-1550
4652,4652.jpg,-,Oil on canvas,painting,landscape,Italian,1751-1800
4653,4653.jpg,-,Oil on canvas,painting,landscape,Italian,1751-1800
4654,4654.jpg,-,Oil on canvas,painting,landscape,Italian,1751-1800
4655,4655.jpg,-,Oil on canvas,painting,landscape,Italian,1751-1800
4656,4656.jpg,-,Oil on canvas,painting,landscape,Italian,1751-1800
4661,4661.jpg,-,-,painting,portrait,English,1801-1850
4662,4662.jpg,-,Fresco,painting,interior,Italian,1701-1750
4663,4663.jpg,-,Tempera and gold on panel,painting,religious,Italian,1451-1500
4664,4664.jpg,-,Tempera on panel,painting,religious,Italian,1451-1500
4665,4665.jpg,-,Fresco,painting,religious,Italian,1451-1500
4666,4666.jpg,-,-,painting,portrait,Italian,1451-1500
4674,4674.jpg,-,Oil on canvas,painting,other,French,1851-1900
4675,4675.jpg,-,Oil on canvas,painting,other,French,1851-1900
4676,4676.jpg,-,Oil on canvas,painting,other,French,1851-1900
4678,4678.jpg,BONIFACIO VERONESE,Oil on panel,painting,religious,Italian,1501-1550
4679,4679.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4680,4680.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4681,4681.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4682,4682.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4683,4683.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4684,4684.jpg,BONIFACIO VERONESE,Oil on wood,painting,religious,Italian,1501-1550
4685,4685.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4686,4686.jpg,BONIFACIO VERONESE,Oil on panel,painting,religious,Italian,1501-1550
4687,4687.jpg,BONIFACIO VERONESE,-,painting,genre,Italian,1501-1550
4688,4688.jpg,BONIFACIO VERONESE,-,painting,genre,Italian,1501-1550
4689,4689.jpg,BONIFACIO VERONESE,-,painting,portrait,Italian,1501-1550
4690,4690.jpg,BONIFACIO VERONESE,Oil on wood,painting,religious,Italian,1501-1550
4691,4691.jpg,BONIFACIO VERONESE,Oil on canvas,painting,religious,Italian,1501-1550
4692,4692.jpg,BONIFACIO VERONESE,Oil on panel,painting,religious,Italian,1501-1550
4693,4693.jpg,-,Engraving,graphics,other,Italian,1551-1600
4694,4694.jpg,-,Oil on cardboard,painting,landscape,English,1801-1850
4695,4695.jpg,-,Oil on canvas,painting,landscape,English,1801-1850
4696,4696.jpg,-,Oil on canvas,painting,portrait,English,1801-1850
4697,4697.jpg,-,Oil on canvas,painting,landscape,English,1801-1850
4698,4698.jpg,-,Oil on canvas,painting,landscape,English,1801-1850
4699,4699.jpg,-,Watercolour,graphics,landscape,English,1801-1850
4700,4700.jpg,-,-,graphics,landscape,English,1801-1850
4701,4701.jpg,-,Watercolour,graphics,landscape,English,1801-1850
4702,4702.jpg,-,Oil on canvas,painting,landscape,English,1801-1850
4705,4705.jpg,-,Oil on canvas,painting,genre,Italian,1701-1750
4706,4706.jpg,-,Oil on canvas,painting,genre,Italian,1701-1750
4707,4707.jpg,-,Oil on canvas,painting,religious,Italian,1701-1750
4708,4708.jpg,-,Oil on canvas,painting,portrait,Italian,1701-1750
4709,4709.jpg,-,Oil on canvas,painting,portrait,Italian,1701-1750
4711,4711.jpg,-,Oil on canvas,painting,portrait,French,1851-1900
4712,4712.jpg,-,Oil on canvas,painting,portrait,French,1851-1900
4713,4713.jpg,-,Tempera on wood,painting,portrait,Italian,1451-1500
4714,4714.jpg,-,-,graphics,portrait,Italian,1451-1500
4715,4715.jpg,-,Panel,painting,religious,Italian,1451-1500
4722,4722.jpg,-,Oil on canvas,painting,still-life,Italian,1601-1650
4723,4723.jpg,-,Oil on copper,painting,landscape,Italian,1601-1650
4724,4724.jpg,-,Oil on canvas,painting,landscape,Italian,1601-1650
4725,4725.jpg,-,Oil on panel,painting,landscape,Italian,1601-1650
4726,4726.jpg,-,Oil on canvas,painting,still-life,Italian,1601-1650
4727,4727.jpg,-,Oil on canvas,painting,genre,Dutch,1701-1750
4728,4728.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
4729,4729.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
4730,4730.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
4731,4731.jpg,-,Oil on canvas,painting,genre,Dutch,1701-1750
4732,4732.jpg,-,Oil on canvas,painting,religious,Dutch,1601-1650
4733,4733.jpg,-,Oil on canvas,painting,mythological,Dutch,1601-1650
4734,4734.jpg,-,Oil on canvas,painting,mythological,Dutch,1601-1650
4735,4735.jpg,-,Oil on canvas,painting,genre,Dutch,1601-1650
4736,4736.jpg,-,Oil on canvas,painting,mythological,Dutch,1601-1650
4737,4737.jpg,-,Oil on canvas,painting,mythological,Dutch,1601-1650
4738,4738.jpg,-,Oil on canvas,painting,religious,Dutch,1601-1650
4739,4739.jpg,-,Oil on canvas,painting,landscape,Flemish,1601-1650
4740,4740.jpg,-,Oil on copper,painting,still-life,Flemish,1601-1650
4741,4741.jpg,-,Woodcut,graphics,mythological,Italian,1501-1550
4742,4742.jpg,-,Woodcut,graphics,other,Italian,1501-1550
4743,4743.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4744,4744.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4745,4745.jpg,"BORDONE, Paris",Oil on canvas,painting,religious,Italian,1501-1550
4746,4746.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4747,4747.jpg,"BORDONE, Paris",Oil on poplar panel,painting,religious,Italian,1501-1550
4748,4748.jpg,"BORDONE, Paris",-,graphics,study,Italian,1501-1550
4749,4749.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4750,4750.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4751,4751.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4752,4752.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4753,4753.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4754,4754.jpg,"BORDONE, Paris",Oil on canvas,painting,religious,Italian,1501-1550
4755,4755.jpg,"BORDONE, Paris",Oil on canvas,painting,religious,Italian,1501-1550
4756,4756.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4757,4757.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4758,4758.jpg,"BORDONE, Paris",Oil on canvas,painting,genre,Italian,1501-1550
4759,4759.jpg,"BORDONE, Paris",Oil on canvas,painting,mythological,Italian,1501-1550
4760,4760.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4761,4761.jpg,"BORDONE, Paris",Oil on canvas,painting,portrait,Italian,1501-1550
4762,4762.jpg,-,Tempera on wood,painting,religious,Italian,1401-1450
4763,4763.jpg,-,Tempera on wood,painting,religious,Italian,1401-1450
4764,4764.jpg,-,Oil on canvas,painting,religious,Italian,1601-1650
4765,4765.jpg,-,Oil on canvas,painting,religious,Italian,1601-1650
4766,4766.jpg,-,Oil on panel,painting,religious,Italian,1601-1650
4767,4767.jpg,-,-,painting,religious,Italian,1601-1650
4768,4768.jpg,-,Oil on canvas,painting,religious,Italian,1601-1650
4769,4769.jpg,-,Oil on canvas,painting,portrait,Italian,1601-1650
4770,4770.jpg,-,Oil on canvas,painting,religious,Italian,1601-1650
4771,4771.jpg,-,Fresco,painting,religious,Spanish,1501-1550
4772,4772.jpg,-,Tempera and oil on wood,painting,portrait,Spanish,1501-1550
4773,4773.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4774,4774.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4775,4775.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4776,4776.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4777,4777.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4778,4778.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4779,4779.jpg,-,-,graphics,religious,Russian,1751-1800
4780,4780.jpg,-,Oil on canvas,painting,portrait,Russian,1751-1800
4781,4781.jpg,-,Oil on canvas,painting,genre,Italian,1851-1900
4782,4782.jpg,-,Oil on canvas,painting,landscape,Italian,1851-1900
4783,4783.jpg,-,Oil on panel,painting,interior,Italian,1851-1900
4784,4784.jpg,-,Oil on canvas,painting,landscape,Italian,1851-1900
4785,4785.jpg,-,Oil on panel,painting,religious,Spanish,1551-1600
4786,4786.jpg,-,Oil on panel,painting,religious,Spanish,1551-1600
4787,4787.jpg,-,Tempera on wood,painting,religious,Spanish,1401-1450
4812,4812.jpg,-,Oil on canvas,painting,historical,Italian,1801-1850
4813,4813.jpg,-,Fresco,painting,historical,Italian,1801-1850
4814,4814.jpg,-,Fresco,painting,historical,Italian,1801-1850
4815,4815.jpg,-,Oil on canvas,painting,historical,Italian,1801-1850
4816,4816.jpg,-,Oil on canvas,painting,portrait,Hungarian,1851-1900
4817,4817.jpg,-,Oil on wood,painting,genre,Hungarian,1851-1900
4818,4818.jpg,-,Oil on wood,painting,genre,Hungarian,1851-1900
4819,4819.jpg,-,Oil on canvas,painting,genre,Hungarian,1851-1900
4820,4820.jpg,-,Oil on canvas,painting,genre,Hungarian,1851-1900
4821,4821.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
4822,4822.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
4823,4823.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
4824,4824.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
4827,4827.jpg,"BORTOLONI, Mattia",Photo,painting,other,Italian,1701-1750
4828,4828.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4829,4829.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4830,4830.jpg,"BORTOLONI, Mattia",Fresco,painting,mythological,Italian,1701-1750
4831,4831.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4832,4832.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4833,4833.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4834,4834.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4835,4835.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4836,4836.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4837,4837.jpg,"BORTOLONI, Mattia",Fresco,painting,religious,Italian,1701-1750
4838,4838.jpg,-,Engraving,graphics,other,Netherlandish,1501-1550
4839,4839.jpg,-,Engraving,graphics,mythological,Netherlandish,1501-1550
4840,4840.jpg,-,Engraving,graphics,mythological,Netherlandish,1501-1550
4841,4841.jpg,"BOSCH, Hieronymus",Oil on panel,painting,portrait,Netherlandish,1451-1500
4842,4842.jpg,"BOSCH, Hieronymus",Oil on panel,painting,portrait,Netherlandish,1451-1500
4843,4843.jpg,"BOSCH, Hieronymus",Oil on panel,painting,portrait,Netherlandish,1451-1500
4844,4844.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4845,4845.jpg,"BOSCH, Hieronymus",-,painting,religious,Netherlandish,1451-1500
4846,4846.jpg,"BOSCH, Hieronymus",-,painting,religious,Netherlandish,1451-1500
4847,4847.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4848,4848.jpg,"BOSCH, Hieronymus",Oil on oak,painting,religious,Netherlandish,1451-1500
4849,4849.jpg,"BOSCH, Hieronymus",Oil on panel,painting,genre,Netherlandish,1451-1500
4850,4850.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4851,4851.jpg,"BOSCH, Hieronymus",Oil on panel,painting,genre,Netherlandish,1451-1500
4852,4852.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4853,4853.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4854,4854.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4855,4855.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4856,4856.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4857,4857.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4858,4858.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4859,4859.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4860,4860.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
4861,4861.jpg,"BOSCH, Hieronymus",Oil on panel,painting,religious,Netherlandish,1451-1500
